trip_id,trip_date,trip_day,is_weekend,trip_hour,weather,pickup_city,pickup_location,drop_location,cab_type,distance_km,travel_time_min,fare,fuel_cost,profit,payment_method,driver_id,driver_rating,customer_rating,surge_multiplier
159,2026-01-29,Thursday,0,18,Sunny,Hyderabad,Madhapur,Ameerpet,SUV,6.15,14,184.5,43.05,141.45,Cash,1378,3.7,4.7,1.5
160,2026-01-01,Thursday,0,0,Cloudy,Hyderabad,Kukatpally,Rajiv Gandhi International Airport,SUV,28.34,68,566.8,198.38,368.42,Cash,1412,4.3,3.2,1.0
161,2026-05-30,Saturday,1,10,Sunny,Hyderabad,Uppal,Miyapur,Mini,23.8,57,428.4,95.2,333.2,UPI,1147,4.6,3.0,1.5
162,2026-03-24,Tuesday,0,20,Cloudy,Hyderabad,Madhapur,LB Nagar,Auto,20.51,49,307.65,61.53,246.12,Cash,1016,3.6,3.8,1.5
163,2025-08-18,Monday,0,16,Rainy,Hyderabad,Charminar,Rajiv Gandhi International Airport,Mini,14.26,34,205.34,57.04,148.3,Wallet,1250,4.7,4.0,1.2
164,2026-06-28,Sunday,1,9,Sunny,Hyderabad,Uppal,Ameerpet,Mini,12.28,29,221.04,49.12,171.92,UPI,1054,4.5,3.6,1.5
165,2025-12-05,Friday,0,21,Cloudy,Hyderabad,Begumpet,Dilsukhnagar,Mini,10.36,24,186.48,41.44,145.04,Wallet,1173,4.7,4.0,1.5
166,2025-11-05,Wednesday,0,18,Cloudy,Hyderabad,Miyapur,Rajiv Gandhi International Airport,Mini,29.45,70,530.1,117.8,412.3,Credit Card,1050,4.3,3.2,1.5
167,2026-04-13,Monday,0,14,Rainy,Hyderabad,LB Nagar,Hitech City,Mini,21.52,51,309.89,86.08,223.81,UPI,1017,4.8,3.6,1.2
168,2026-04-02,Thursday,0,9,Rainy,Hyderabad,Jubilee Hills,Uppal,Sedan,16.42,39,446.62,82.1,364.52,UPI,1154,3.7,5.0,1.7
169,2026-07-02,Thursday,0,6,Cloudy,Hyderabad,Jubilee Hills,Begumpet,Mini,6.46,15,77.52,25.84,51.68,Credit Card,1133,4.0,4.5,1.0
170,2026-08-01,Saturday,1,2,Cloudy,Hyderabad,Uppal,LB Nagar,SUV,6.69,16,133.8,46.83,86.97,Cash,1169,3.9,3.5,1.0
171,2026-05-14,Thursday,0,0,Cloudy,Hyderabad,Secunderabad,Banjara Hills,Mini,6.97,16,83.64,27.88,55.76,Wallet,1427,4.2,4.8,1.0
172,2025-09-04,Thursday,0,8,Sunny,Hyderabad,Kukatpally,Gachibowli,SUV,8.1,19,243.0,56.7,186.3,Cash,1278,4.3,4.2,1.5
173,2026-02-23,Monday,0,6,Cloudy,Hyderabad,Ameerpet,Gachibowli,SUV,10.56,25,211.2,73.92,137.28,Cash,1277,4.6,4.0,1.0
174,2025-10-17,Friday,0,10,Sunny,Hyderabad,Kukatpally,Dilsukhnagar,SUV,19.26,46,577.8,134.82,442.98,Wallet,1163,3.6,4.0,1.5
175,2026-03-10,Tuesday,0,15,Cloudy,Hyderabad,Charminar,Dilsukhnagar,Sedan,5.37,12,85.92,26.85,59.07,UPI,1300,4.6,4.0,1.0
176,2026-05-21,Thursday,0,23,Sunny,Hyderabad,Ameerpet,Gachibowli,Auto,10.56,25,105.6,31.68,73.92,Cash,1191,4.7,4.3,1.0
177,2025-09-20,Saturday,1,20,Sunny,Hyderabad,Kukatpally,Banjara Hills,SUV,10.02,24,300.6,70.14,230.46,Wallet,1429,4.1,3.4,1.5
178,2025-09-30,Tuesday,0,0,Sunny,Hyderabad,Secunderabad,LB Nagar,Mini,11.9,28,142.8,47.6,95.2,Cash,1108,4.5,3.8,1.0
179,2026-01-23,Friday,0,16,Rainy,Hyderabad,Madhapur,LB Nagar,Sedan,20.51,49,393.79,102.55,291.24,Debit Card,1098,4.3,4.7,1.2
180,2026-04-14,Tuesday,0,13,Rainy,Hyderabad,Rajiv Gandhi International Airport,Kukatpally,Bike,28.34,68,272.06,56.68,215.38,UPI,1159,4.7,4.8,1.2
181,2026-07-24,Friday,0,13,Sunny,Hyderabad,Begumpet,Rajiv Gandhi International Airport,Auto,22.89,54,228.9,68.67,160.23,Cash,1264,4.7,3.1,1.0
182,2026-05-11,Monday,0,20,Rainy,Hyderabad,Charminar,Miyapur,Mini,19.56,46,399.02,78.24,320.78,UPI,1433,4.5,3.7,1.7
183,2026-01-26,Monday,0,10,Rainy,Hyderabad,Gachibowli,Rajiv Gandhi International Airport,SUV,23.71,56,806.14,165.97,640.17,UPI,1286,4.2,4.2,1.7
184,2026-06-18,Thursday,0,10,Rainy,Hyderabad,Secunderabad,Miyapur,Sedan,16.36,39,444.99,81.8,363.19,Wallet,1077,3.6,3.3,1.7
185,2025-10-16,Thursday,0,18,Cloudy,Hyderabad,Gachibowli,Banjara Hills,Sedan,10.06,24,241.44,50.3,191.14,Credit Card,1040,4.1,4.3,1.5
186,2026-05-31,Sunday,1,10,Sunny,Hyderabad,Begumpet,Miyapur,SUV,13.12,31,393.6,91.84,301.76,Wallet,1478,4.2,3.8,1.5
187,2026-02-22,Sunday,1,9,Sunny,Hyderabad,Hitech City,Gachibowli,Sedan,3.03,7,72.72,15.15,57.57,Cash,1048,4.0,4.4,1.5
188,2025-11-09,Sunday,1,13,Sunny,Hyderabad,Banjara Hills,Gachibowli,Auto,10.06,24,100.6,30.18,70.42,UPI,1480,5.0,4.8,1.0
189,2025-08-23,Saturday,1,21,Sunny,Hyderabad,Banjara Hills,Ameerpet,Auto,2.92,7,43.8,8.76,35.04,Cash,1174,3.6,3.6,1.5
190,2025-10-14,Tuesday,0,18,Sunny,Hyderabad,LB Nagar,Gachibowli,Sedan,24.0,57,576.0,120.0,456.0,UPI,1390,4.3,3.9,1.5
191,2026-07-06,Monday,0,10,Cloudy,Hyderabad,Dilsukhnagar,LB Nagar,Mini,3.88,9,69.84,15.52,54.32,Debit Card,1192,4.5,3.6,1.5
192,2025-09-09,Tuesday,0,11,Sunny,Hyderabad,Charminar,Secunderabad,Auto,9.02,21,90.2,27.06,63.14,Wallet,1230,4.3,3.5,1.0
193,2026-04-22,Wednesday,0,8,Rainy,Hyderabad,Jubilee Hills,Secunderabad,Bike,9.72,23,132.19,19.44,112.75,Cash,1380,4.6,4.6,1.7
194,2026-01-27,Tuesday,0,19,Cloudy,Hyderabad,Uppal,Hitech City,Auto,19.77,47,296.55,59.31,237.24,Wallet,1052,4.2,3.6,1.5
195,2026-04-03,Friday,0,7,Rainy,Hyderabad,Kukatpally,Jubilee Hills,Auto,6.93,16,83.16,20.79,62.37,Cash,1207,4.6,3.3,1.2
196,2026-05-28,Thursday,0,20,Rainy,Hyderabad,Charminar,Begumpet,Sedan,9.16,21,249.15,45.8,203.35,Debit Card,1270,4.3,4.4,1.7
197,2025-10-18,Saturday,1,9,Sunny,Hyderabad,Ameerpet,LB Nagar,Mini,15.0,36,270.0,60.0,210.0,UPI,1026,4.4,3.1,1.5
198,2025-11-11,Tuesday,0,6,Cloudy,Hyderabad,Begumpet,Banjara Hills,Bike,4.54,10,36.32,9.08,27.24,Debit Card,1405,4.6,4.5,1.0
199,2026-03-28,Saturday,1,9,Sunny,Hyderabad,Madhapur,LB Nagar,Mini,20.51,49,369.18,82.04,287.14,Debit Card,1316,3.6,3.7,1.5
200,2025-09-26,Friday,0,21,Sunny,Hyderabad,Hitech City,Banjara Hills,SUV,7.42,17,222.6,51.94,170.66,Credit Card,1349,3.7,4.1,1.5
201,2026-01-14,Wednesday,0,17,Cloudy,Hyderabad,Gachibowli,Hitech City,SUV,3.03,7,60.6,21.21,39.39,Debit Card,1226,4.0,4.4,1.0
202,2026-04-24,Friday,0,5,Sunny,Hyderabad,Gachibowli,Secunderabad,Auto,15.87,38,158.7,47.61,111.09,Credit Card,1234,3.6,4.2,1.0
203,2026-01-27,Tuesday,0,22,Sunny,Hyderabad,Jubilee Hills,LB Nagar,Mini,18.17,43,218.04,72.68,145.36,UPI,1262,4.7,4.9,1.0
204,2026-03-27,Friday,0,23,Cloudy,Hyderabad,Madhapur,Kukatpally,Sedan,5.22,12,83.52,26.1,57.42,Wallet,1449,3.8,3.7,1.0
205,2025-10-08,Wednesday,0,9,Rainy,Hyderabad,Uppal,Secunderabad,SUV,7.48,17,254.32,52.36,201.96,Debit Card,1028,4.7,3.6,1.7
206,2026-07-08,Wednesday,0,19,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Madhapur,Auto,23.37,56,350.55,70.11,280.44,Wallet,1037,4.0,3.7,1.5
207,2026-02-24,Tuesday,0,13,Sunny,Hyderabad,LB Nagar,Kukatpally,Auto,23.13,55,231.3,69.39,161.91,UPI,1166,4.1,4.3,1.0
208,2025-10-22,Wednesday,0,19,Rainy,Hyderabad,LB Nagar,Kukatpally,Mini,23.13,55,471.85,92.52,379.33,Credit Card,1485,4.7,3.4,1.7
209,2026-04-28,Tuesday,0,20,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Hitech City,Bike,23.16,55,277.92,46.32,231.6,Credit Card,1460,4.6,3.1,1.5
210,2026-01-20,Tuesday,0,6,Sunny,Hyderabad,Dilsukhnagar,Charminar,Sedan,5.37,12,85.92,26.85,59.07,Wallet,1335,4.1,3.4,1.0
211,2026-01-12,Monday,0,20,Rainy,Hyderabad,Charminar,Miyapur,Bike,19.56,46,266.02,39.12,226.9,Cash,1392,4.1,3.8,1.7
212,2026-01-23,Friday,0,18,Cloudy,Hyderabad,Hitech City,Gachibowli,Sedan,3.03,7,72.72,15.15,57.57,Wallet,1139,4.5,3.5,1.5
213,2025-11-19,Wednesday,0,19,Rainy,Hyderabad,Ameerpet,Rajiv Gandhi International Airport,Sedan,21.92,52,596.22,109.6,486.62,Debit Card,1116,4.5,3.4,1.7
214,2026-07-21,Tuesday,0,21,Rainy,Hyderabad,Gachibowli,Hitech City,Auto,3.03,7,51.51,9.09,42.42,Credit Card,1414,4.9,4.3,1.7
215,2026-03-07,Saturday,1,11,Sunny,Hyderabad,Charminar,Begumpet,Bike,9.16,21,73.28,18.32,54.96,Wallet,1346,4.6,3.7,1.0
216,2025-08-21,Thursday,0,8,Cloudy,Hyderabad,Dilsukhnagar,Banjara Hills,Auto,10.3,24,154.5,30.9,123.6,Cash,1401,3.7,3.8,1.5
217,2026-07-06,Monday,0,0,Sunny,Hyderabad,Miyapur,Charminar,Bike,19.56,46,156.48,39.12,117.36,UPI,1151,4.9,3.3,1.0
218,2025-10-30,Thursday,0,8,Cloudy,Hyderabad,Kukatpally,Hitech City,Auto,6.16,14,92.4,18.48,73.92,Wallet,1410,5.0,3.3,1.5
219,2026-04-25,Saturday,1,20,Rainy,Hyderabad,LB Nagar,Secunderabad,Mini,11.9,28,242.76,47.6,195.16,Credit Card,1446,4.0,3.2,1.7
220,2026-06-20,Saturday,1,7,Cloudy,Hyderabad,Kukatpally,Gachibowli,Sedan,8.1,19,129.6,40.5,89.1,Credit Card,1443,4.4,3.1,1.0
221,2026-06-30,Tuesday,0,19,Sunny,Hyderabad,Uppal,Gachibowli,Bike,22.65,54,271.8,45.3,226.5,Cash,1146,4.8,3.4,1.5
222,2026-03-03,Tuesday,0,9,Cloudy,Hyderabad,Kukatpally,Charminar,Sedan,16.76,40,402.24,83.8,318.44,Wallet,1080,4.6,4.4,1.5
223,2025-12-26,Friday,0,10,Rainy,Hyderabad,Madhapur,Begumpet,Sedan,8.0,19,217.6,40.0,177.6,Wallet,1173,3.9,4.7,1.7
224,2026-06-19,Friday,0,17,Cloudy,Hyderabad,Miyapur,Uppal,SUV,23.8,57,476.0,166.6,309.4,UPI,1101,4.0,3.6,1.0
225,2026-06-12,Friday,0,18,Rainy,Hyderabad,Gachibowli,Ameerpet,Auto,10.56,25,179.52,31.68,147.84,Debit Card,1381,3.7,4.3,1.7
226,2025-10-09,Thursday,0,16,Rainy,Hyderabad,Charminar,Gachibowli,Bike,15.94,38,153.02,31.88,121.14,Debit Card,1383,4.9,4.6,1.2
227,2025-10-04,Saturday,1,7,Cloudy,Hyderabad,Kukatpally,Gachibowli,Auto,8.1,19,81.0,24.3,56.7,UPI,1082,4.4,3.7,1.0
228,2026-03-12,Thursday,0,14,Cloudy,Hyderabad,Charminar,Madhapur,SUV,13.05,31,261.0,91.35,169.65,Debit Card,1197,4.7,4.5,1.0
229,2026-05-28,Thursday,0,19,Rainy,Hyderabad,Begumpet,Madhapur,Bike,8.0,19,108.8,16.0,92.8,Wallet,1229,4.0,3.6,1.7
230,2026-04-23,Thursday,0,17,Cloudy,Hyderabad,Banjara Hills,Madhapur,SUV,6.43,15,128.6,45.01,83.59,UPI,1314,4.9,4.8,1.0
231,2026-07-28,Tuesday,0,21,Rainy,Hyderabad,Hitech City,Banjara Hills,Sedan,7.42,17,201.82,37.1,164.72,Cash,1351,4.6,3.6,1.7
232,2026-01-25,Sunday,1,14,Cloudy,Hyderabad,Secunderabad,Banjara Hills,Auto,6.97,16,69.7,20.91,48.79,Wallet,1052,3.9,4.9,1.0
233,2026-06-01,Monday,0,9,Rainy,Hyderabad,Dilsukhnagar,Secunderabad,Auto,8.35,20,141.95,25.05,116.9,UPI,1299,5.0,3.7,1.7
234,2026-05-07,Thursday,0,19,Cloudy,Hyderabad,Dilsukhnagar,Banjara Hills,SUV,10.3,24,309.0,72.1,236.9,Debit Card,1478,4.2,3.1,1.5
235,2026-04-02,Thursday,0,19,Cloudy,Hyderabad,Miyapur,Banjara Hills,SUV,12.84,30,385.2,89.88,295.32,Cash,1047,4.1,4.6,1.5
236,2025-10-31,Friday,0,5,Cloudy,Hyderabad,Ameerpet,LB Nagar,SUV,15.0,36,300.0,105.0,195.0,Cash,1250,4.4,4.2,1.0
237,2026-07-02,Thursday,0,21,Sunny,Hyderabad,Begumpet,Rajiv Gandhi International Airport,Auto,22.89,54,343.35,68.67,274.68,Wallet,1258,4.8,3.2,1.5
238,2026-04-02,Thursday,0,2,Sunny,Hyderabad,Miyapur,Dilsukhnagar,Auto,22.84,54,228.4,68.52,159.88,Credit Card,1338,4.9,4.2,1.0
239,2025-08-18,Monday,0,19,Cloudy,Hyderabad,Dilsukhnagar,Begumpet,Auto,10.36,24,155.4,31.08,124.32,UPI,1250,4.2,4.0,1.5
240,2026-07-26,Sunday,1,6,Rainy,Hyderabad,Banjara Hills,Madhapur,Bike,6.43,15,61.73,12.86,48.87,UPI,1080,4.1,4.9,1.2
241,2025-12-30,Tuesday,0,20,Cloudy,Hyderabad,Uppal,Charminar,SUV,10.22,24,306.6,71.54,235.06,Credit Card,1345,4.5,3.2,1.5
242,2025-11-19,Wednesday,0,20,Sunny,Hyderabad,Uppal,Kukatpally,SUV,19.6,47,588.0,137.2,450.8,Cash,1393,4.5,4.7,1.5
243,2025-08-05,Tuesday,0,18,Rainy,Hyderabad,Gachibowli,Rajiv Gandhi International Airport,Bike,23.71,56,322.46,47.42,275.04,UPI,1321,4.6,3.9,1.7
244,2026-01-30,Friday,0,20,Rainy,Hyderabad,Charminar,Hitech City,Mini,13.77,33,280.91,55.08,225.83,Wallet,1278,4.8,4.3,1.7
245,2025-10-07,Tuesday,0,23,Rainy,Hyderabad,Begumpet,Rajiv Gandhi International Airport,Sedan,22.89,54,439.49,114.45,325.04,Credit Card,1026,3.8,4.5,1.2
246,2025-11-30,Sunday,1,18,Cloudy,Hyderabad,Begumpet,Charminar,Bike,9.16,21,109.92,18.32,91.6,Credit Card,1339,3.9,3.1,1.5
247,2026-03-15,Sunday,1,20,Cloudy,Hyderabad,Uppal,LB Nagar,Bike,6.69,16,80.28,13.38,66.9,UPI,1095,4.5,3.4,1.5
248,2025-12-12,Friday,0,21,Rainy,Hyderabad,Ameerpet,Miyapur,Bike,11.79,28,160.34,23.58,136.76,Credit Card,1025,4.3,3.6,1.7
249,2026-04-23,Thursday,0,14,Sunny,Hyderabad,Gachibowli,Kukatpally,Mini,8.1,19,97.2,32.4,64.8,Cash,1022,3.9,3.6,1.0
250,2026-03-13,Friday,0,20,Sunny,Hyderabad,Banjara Hills,Miyapur,Mini,12.84,30,231.12,51.36,179.76,Cash,1117,3.7,4.7,1.5
251,2026-05-20,Wednesday,0,19,Cloudy,Hyderabad,Banjara Hills,Rajiv Gandhi International Airport,Bike,19.1,45,229.2,38.2,191.0,Credit Card,1306,3.5,4.5,1.5
252,2025-12-14,Sunday,1,9,Rainy,Hyderabad,Gachibowli,Begumpet,Auto,12.52,30,212.84,37.56,175.28,Credit Card,1484,4.3,4.2,1.7
253,2026-06-01,Monday,0,21,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Uppal,Sedan,22.93,55,550.32,114.65,435.67,UPI,1053,4.6,3.2,1.5
254,2025-12-04,Thursday,0,13,Cloudy,Hyderabad,Uppal,Begumpet,Mini,10.69,25,128.28,42.76,85.52,UPI,1205,4.5,4.5,1.0
255,2026-06-26,Friday,0,18,Sunny,Hyderabad,Banjara Hills,Secunderabad,Auto,6.97,16,104.55,20.91,83.64,Cash,1460,5.0,3.1,1.5
256,2026-05-16,Saturday,1,22,Rainy,Hyderabad,Jubilee Hills,Rajiv Gandhi International Airport,SUV,21.41,51,513.84,149.87,363.97,Cash,1152,4.9,4.2,1.2
257,2025-12-11,Thursday,0,10,Rainy,Hyderabad,Kukatpally,Uppal,Bike,19.6,47,266.56,39.2,227.36,Wallet,1302,4.6,4.7,1.7
258,2026-03-26,Thursday,0,21,Sunny,Hyderabad,Madhapur,Begumpet,SUV,8.0,19,240.0,56.0,184.0,Debit Card,1456,3.9,4.1,1.5
259,2025-09-06,Saturday,1,21,Cloudy,Hyderabad,Dilsukhnagar,Hitech City,Mini,17.72,42,318.96,70.88,248.08,Credit Card,1006,3.6,3.1,1.5
260,2025-11-01,Saturday,1,8,Cloudy,Hyderabad,Jubilee Hills,Rajiv Gandhi International Airport,Mini,21.41,51,385.38,85.64,299.74,Wallet,1147,4.1,3.1,1.5
261,2025-11-17,Monday,0,9,Rainy,Hyderabad,Charminar,Rajiv Gandhi International Airport,Auto,14.26,34,242.42,42.78,199.64,UPI,1390,4.7,4.0,1.7
262,2026-07-21,Tuesday,0,13,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Secunderabad,Mini,23.27,55,279.24,93.08,186.16,Cash,1055,3.7,3.2,1.0
263,2026-07-10,Friday,0,20,Rainy,Hyderabad,Jubilee Hills,Secunderabad,Mini,9.72,23,198.29,38.88,159.41,Wallet,1112,3.7,3.8,1.7
264,2026-02-28,Saturday,1,13,Sunny,Hyderabad,Jubilee Hills,Dilsukhnagar,SUV,14.35,34,287.0,100.45,186.55,Credit Card,1380,3.8,4.9,1.0
265,2025-09-09,Tuesday,0,18,Sunny,Hyderabad,Begumpet,Dilsukhnagar,Auto,10.36,24,155.4,31.08,124.32,Debit Card,1171,3.9,3.8,1.5
266,2025-10-01,Wednesday,0,20,Sunny,Hyderabad,Banjara Hills,LB Nagar,Mini,14.11,33,253.98,56.44,197.54,Wallet,1116,4.9,4.0,1.5
267,2026-02-22,Sunday,1,10,Rainy,Hyderabad,Banjara Hills,Rajiv Gandhi International Airport,SUV,19.1,45,649.4,133.7,515.7,Credit Card,1204,3.9,3.6,1.7
268,2025-11-05,Wednesday,0,15,Sunny,Hyderabad,Miyapur,Hitech City,SUV,6.32,15,126.4,44.24,82.16,Debit Card,1468,4.4,5.0,1.0
269,2026-02-24,Tuesday,0,10,Rainy,Hyderabad,Kukatpally,Dilsukhnagar,Bike,19.26,46,261.94,38.52,223.42,Debit Card,1279,4.0,4.5,1.7
270,2025-09-18,Thursday,0,17,Rainy,Hyderabad,Charminar,Dilsukhnagar,Mini,5.37,12,77.33,21.48,55.85,Wallet,1397,3.6,3.4,1.2
271,2025-08-11,Monday,0,19,Cloudy,Hyderabad,Madhapur,Jubilee Hills,Sedan,2.4,5,57.6,12.0,45.6,Cash,1291,4.3,3.5,1.5
272,2025-10-10,Friday,0,9,Rainy,Hyderabad,Jubilee Hills,Begumpet,Auto,6.46,15,109.82,19.38,90.44,Cash,1424,4.6,4.6,1.7
273,2026-06-03,Wednesday,0,2,Sunny,Hyderabad,Secunderabad,LB Nagar,SUV,11.9,28,238.0,83.3,154.7,Wallet,1238,3.8,4.3,1.0
274,2026-03-03,Tuesday,0,15,Sunny,Hyderabad,Dilsukhnagar,Kukatpally,Mini,19.26,46,231.12,77.04,154.08,Credit Card,1378,4.7,3.8,1.0
275,2025-10-17,Friday,0,8,Sunny,Hyderabad,Begumpet,Secunderabad,SUV,3.39,8,101.7,23.73,77.97,Debit Card,1432,5.0,4.6,1.5
276,2026-07-06,Monday,0,21,Sunny,Hyderabad,Charminar,Gachibowli,SUV,15.94,38,478.2,111.58,366.62,Debit Card,1180,4.1,3.4,1.5
277,2025-11-06,Thursday,0,17,Rainy,Hyderabad,Madhapur,Ameerpet,Auto,6.15,14,73.8,18.45,55.35,Cash,1310,4.4,3.8,1.2
278,2025-11-17,Monday,0,12,Rainy,Hyderabad,Secunderabad,Dilsukhnagar,SUV,8.35,20,200.4,58.45,141.95,Debit Card,1000,4.3,3.3,1.2
279,2025-09-27,Saturday,1,18,Rainy,Hyderabad,Rajiv Gandhi International Airport,Dilsukhnagar,Mini,17.46,41,356.18,69.84,286.34,Debit Card,1019,4.6,3.1,1.7
280,2025-12-28,Sunday,1,19,Sunny,Hyderabad,Ameerpet,Miyapur,Bike,11.79,28,141.48,23.58,117.9,Wallet,1282,3.6,3.4,1.5
281,2025-12-29,Monday,0,9,Rainy,Hyderabad,Rajiv Gandhi International Airport,Miyapur,Bike,29.45,70,400.52,58.9,341.62,Wallet,1141,4.0,4.5,1.7
282,2025-08-29,Friday,0,12,Rainy,Hyderabad,LB Nagar,Uppal,SUV,6.69,16,160.56,46.83,113.73,Wallet,1416,3.6,3.8,1.2
283,2025-09-28,Sunday,1,19,Cloudy,Hyderabad,Charminar,LB Nagar,Auto,8.42,20,126.3,25.26,101.04,Cash,1116,4.7,3.7,1.5
284,2025-10-15,Wednesday,0,9,Sunny,Hyderabad,Banjara Hills,Dilsukhnagar,Bike,10.3,24,123.6,20.6,103.0,Wallet,1172,4.5,3.1,1.5
285,2026-07-30,Thursday,0,5,Rainy,Hyderabad,Charminar,LB Nagar,Sedan,8.42,20,161.66,42.1,119.56,Credit Card,1291,5.0,3.9,1.2
286,2025-10-27,Monday,0,8,Rainy,Hyderabad,Banjara Hills,Ameerpet,Auto,2.92,7,49.64,8.76,40.88,Cash,1461,4.5,3.9,1.7
287,2026-06-10,Wednesday,0,22,Sunny,Hyderabad,Ameerpet,Charminar,SUV,8.86,21,177.2,62.02,115.18,Wallet,1100,4.2,3.8,1.0
288,2026-01-02,Friday,0,8,Rainy,Hyderabad,Ameerpet,Dilsukhnagar,Bike,11.12,26,151.23,22.24,128.99,Wallet,1263,3.9,4.9,1.7
289,2026-07-18,Saturday,1,19,Cloudy,Hyderabad,Hitech City,Banjara Hills,SUV,7.42,17,222.6,51.94,170.66,Cash,1018,3.6,4.4,1.5
290,2026-06-15,Monday,0,21,Sunny,Hyderabad,Kukatpally,Ameerpet,Mini,8.18,19,147.24,32.72,114.52,Wallet,1319,3.7,4.2,1.5
291,2025-08-27,Wednesday,0,19,Cloudy,Hyderabad,Charminar,Madhapur,Bike,13.05,31,156.6,26.1,130.5,Wallet,1201,4.9,4.7,1.5
292,2026-04-04,Saturday,1,8,Sunny,Hyderabad,Jubilee Hills,Kukatpally,SUV,6.93,16,207.9,48.51,159.39,Wallet,1325,4.2,4.0,1.5
293,2025-09-30,Tuesday,0,23,Sunny,Hyderabad,Kukatpally,Miyapur,Mini,4.62,11,55.44,18.48,36.96,Debit Card,1269,3.8,4.8,1.0
294,2025-09-09,Tuesday,0,9,Sunny,Hyderabad,Uppal,Begumpet,Bike,10.69,25,128.28,21.38,106.9,Wallet,1306,3.6,3.1,1.5
295,2025-08-11,Monday,0,19,Rainy,Hyderabad,Gachibowli,Madhapur,Sedan,4.62,11,125.66,23.1,102.56,Debit Card,1316,3.8,4.3,1.7
296,2025-08-16,Saturday,1,13,Cloudy,Hyderabad,Madhapur,Dilsukhnagar,Mini,16.66,39,199.92,66.64,133.28,Debit Card,1276,3.8,4.4,1.0
297,2026-04-05,Sunday,1,19,Rainy,Hyderabad,Hitech City,Jubilee Hills,SUV,3.4,8,115.6,23.8,91.8,Credit Card,1119,4.1,3.1,1.7
298,2025-08-30,Saturday,1,8,Sunny,Hyderabad,Jubilee Hills,Secunderabad,Auto,9.72,23,145.8,29.16,116.64,Cash,1250,4.7,4.5,1.5
299,2026-06-15,Monday,0,3,Sunny,Hyderabad,Kukatpally,Hitech City,SUV,6.16,14,123.2,43.12,80.08,Debit Card,1214,4.5,3.7,1.0
300,2025-08-04,Monday,0,17,Cloudy,Hyderabad,Uppal,Begumpet,Mini,10.69,25,128.28,42.76,85.52,UPI,1098,4.2,4.2,1.0
301,2026-07-26,Sunday,1,17,Cloudy,Hyderabad,Banjara Hills,Gachibowli,SUV,10.06,24,201.2,70.42,130.78,UPI,1468,4.3,4.5,1.0
302,2025-08-13,Wednesday,0,18,Cloudy,Hyderabad,Begumpet,Banjara Hills,SUV,4.54,10,136.2,31.78,104.42,UPI,1360,3.9,3.1,1.5
303,2026-04-29,Wednesday,0,10,Rainy,Hyderabad,Dilsukhnagar,Miyapur,Mini,22.84,54,465.94,91.36,374.58,Credit Card,1290,3.7,4.0,1.7
304,2026-01-22,Thursday,0,13,Sunny,Hyderabad,LB Nagar,Banjara Hills,Bike,14.11,33,112.88,28.22,84.66,Wallet,1473,4.3,3.4,1.0
305,2025-10-02,Thursday,0,10,Sunny,Hyderabad,Uppal,Madhapur,Auto,18.42,44,276.3,55.26,221.04,UPI,1184,4.7,3.0,1.5
306,2025-09-30,Tuesday,0,20,Sunny,Hyderabad,Begumpet,Hitech City,SUV,9.51,22,285.3,66.57,218.73,Cash,1087,4.6,4.1,1.5
307,2025-12-13,Saturday,1,23,Rainy,Hyderabad,Rajiv Gandhi International Airport,Banjara Hills,Bike,19.1,45,183.36,38.2,145.16,Debit Card,1064,4.0,3.2,1.2
308,2025-09-21,Sunday,1,20,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Miyapur,Bike,29.45,70,353.4,58.9,294.5,UPI,1445,4.9,4.9,1.5
309,2025-09-22,Monday,0,21,Sunny,Hyderabad,Hitech City,Miyapur,SUV,6.32,15,189.6,44.24,145.36,Cash,1284,4.8,4.9,1.5
310,2026-02-21,Saturday,1,17,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Miyapur,Auto,29.45,70,294.5,88.35,206.15,Credit Card,1461,4.4,4.8,1.0
311,2025-09-29,Monday,0,21,Cloudy,Hyderabad,Hitech City,Uppal,SUV,19.77,47,593.1,138.39,454.71,Credit Card,1012,4.2,3.6,1.5
312,2026-05-22,Friday,0,22,Cloudy,Hyderabad,Ameerpet,Banjara Hills,Bike,2.92,7,23.36,5.84,17.52,Cash,1149,3.7,4.3,1.0
313,2026-07-29,Wednesday,0,8,Cloudy,Hyderabad,Jubilee Hills,Ameerpet,Bike,4.41,10,52.92,8.82,44.1,Wallet,1366,4.7,4.8,1.5
314,2025-12-04,Thursday,0,9,Cloudy,Hyderabad,Kukatpally,Charminar,SUV,16.76,40,502.8,117.32,385.48,Debit Card,1161,3.8,3.6,1.5
315,2026-03-27,Friday,0,17,Cloudy,Hyderabad,Kukatpally,Dilsukhnagar,Auto,19.26,46,192.6,57.78,134.82,Wallet,1088,4.2,3.2,1.0
316,2026-03-06,Friday,0,3,Rainy,Hyderabad,Madhapur,Rajiv Gandhi International Airport,SUV,23.37,56,560.88,163.59,397.29,UPI,1139,4.8,4.0,1.2
